winery,country,points,description,designation,Refined-description,CountVectorizer,TF-IDF Vectorizer Column
Carlisle,US,90,"The fact that this variety is still in the ground in the county says something; the fact that's it's still in the confines of Pagani Ranch says even more. In this ode to generations gone by, the grower and winemaker find common ground in showcasing a big-bodied, black-purple expression of fig, plum and grippy leather that lands softly on the palate.",Pagani Ranch,The fact variety still ground county say something fact still confines Pagani Ranch say even In ode generation gone grower winemaker find common ground showcasing bigbodied blackpurple expression fig plum grippy leather land softly palate,"[1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","[[0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.34299717028501764, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882]]"
Castra Rubra,Bulgaria,90,"This Bulgarian Pinot Noir offers the nose black and red cherries and dried violets. It is well balanced in the mouth with soft, rounded tannins and flavors of dark cherry, cranberry and dried Mediterranean herbs.",Nimbus Premium,This Bulgarian Pinot Noir offer nose black red cherry dried violet It well balanced mouth soft rounded tannin flavor dark cherry cranberry dried Mediterranean herb,"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.3922322702763681, 0.19611613513818404, 0.19611613513818404, 0.3922322702763681, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404]]"
Château de Crézancy,France,90,"There are not many châteaux in Sancerre—this is one of only four. Surrounding the building, vines produce this fresh, crisp and tightly fruity wine that has a strong minerality along with a lively, tangy character. The wine is attractive already, although it will be better from 2017.",,There many châteaux Sancerre—this one four Surrounding building vine produce fresh crisp tightly fruity wine strong minerality along lively tangy character The wine attractive already although better 2017,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.21320071635561041, 0.42640143271122083]]"
Cloudlift Cellars,US,90,"Tire rubber, herb and locked-up barrel spice notes are followed by bountiful yet elegant black fruit flavors that show a spot on sense of balance along with exquisite length. There's no hiding the warm vintage it comes from but it shows the year well.",Halcyon,Tire rubber herb lockedup barrel spice note followed bountiful yet elegant black fruit flavor show spot sense balance along exquisite length There hiding warm vintage come show year well,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477]]"
Collemattoni,Italy,90,"This opens with aromas that suggest leafy underbrush, scorched earth, star anise, steeped plum and a whiff game. The chewy palate offers up blackberry jam, fleshy black cherry, vanilla, licorice and a hint of a confectionary note alongside tightly packed, ripe tannins. Wait until 2019, then drink up.",,This open aroma suggest leafy underbrush scorched earth star anise steeped plum whiff game The chewy palate offer blackberry jam fleshy black cherry vanilla licorice hint confectionary note alongside tightly packed ripe tannin Wait 2019 drink,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882, 0.17149858514250882]]"
Domaine Fouassier,France,90,"From a parcel of 25-year-old vines, this is a concentrated, firm wine that needs to age. It has good potential with its tight, steely character and smoky edge. The fruitiness comes from the organic and biodynamic grapes that give richness as well as a final fresh, crisp aftertaste. Drink from 2017.",Le Clos de Bannon,From parcel 25yearold vine concentrated firm wine need age It good potential tight steely character smoky edge The fruitiness come organic biodynamic grape give richness well final fresh crisp aftertaste Drink 2017,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526, 0.19245008972987526]]"
Domaine Laporte,France,90,"The name of the wine (land of the angels) is inspired by the fact that monks first planted the slope. More prosaically, it is a delightful wine, fresh and crisp with tight acidity that promises to soften to bring out the citrus and ripe pear flavors. Drink from 2017.",La Terre des Anges,The name wine land angel inspired fact monk first planted slope More prosaically delightful wine fresh crisp tight acidity promise soften bring citrus ripe pear flavor Drink 2017,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.3922322702763681]]"
Domaine Tinel-Blondelet,France,90,"Ripe and creamy, this has rich pear and apple fruits lightly cut by more lemon flavors. The wine is fruity, textured with minerality and still young. Drink from 2017.",L'Arret Buffatte,Ripe creamy rich pear apple fruit lightly cut lemon flavor The wine fruity textured minerality still young Drink 2017,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297, 0.24253562503633297]]"
Domaine Vacheron,France,90,"Produced from organic and biodynamic grapes, this wine is tangy and crisp, a perfect model for white Sancerre. With its bright apple and ripe pear flavors, it's bursting with fruit and lifted by acidity that has just the right intensity. Drink now.",,Produced organic biodynamic grape wine tangy crisp perfect model white Sancerre With bright apple ripe pear flavor bursting fruit lifted acidity right intensity Drink,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477, 0.20851441405707477]]"
Donna Olga,Italy,90,"This opens with aromas of forest floor, truffle, ripe berry, leather, crushed blue flower and a whiff of herb. The medium-bodied, concentrated palate offers juicy Marasca cherry, raspberry, cinnamon and nutmeg alongside integrated tannins that give the finish grip. Drink 2018–2024.",,This open aroma forest floor truffle ripe berry leather crushed blue flower whiff herb The mediumbodied concentrated palate offer juicy Marasca cherry raspberry cinnamon nutmeg alongside integrated tannin give finish grip Drink 2018–2024,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749, 0.1796053020267749]]"
Josef Bauer,Austria,92,"Ivy leaf and ripe, green pear notes make up this wine's enticing nose. The palate brims with juicy pear and citrus, feeling concentrated, lively and moreish. Dry and streamlined with citrus, it also layers pear and peach fruit before finishing with lip-smacking citrus zest.",Ried Spiegel,Ivy leaf ripe green pear note make wine enticing nose The palate brim juicy pear citrus feeling concentrated lively moreish Dry streamlined citrus also layer pear peach fruit finishing lipsmacking citrus zest,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]","[[0.1543033499620919, 0.4629100498862757, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.4629100498862757, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919, 0.1543033499620919]]"
Joyce,US,92,"Dark cherry and cola aromas meld with composting rose scents on the nose of this pleasing wine that will satisfy any lover of Pinot Noir. The palate exudes nutmeg, iron and rose flavors galore, adding spice to its core of plump raspberry and ripe cranberry fruit. Lively acidity and tannic depth complete the experience.",Ventana Vineyard,Dark cherry cola aroma meld composting rose scent nose pleasing wine satisfy lover Pinot Noir The palate exudes nutmeg iron rose flavor galore adding spice core plump raspberry ripe cranberry fruit Lively acidity tannic depth complete experience,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]","[[0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.3244428422615251, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254, 0.16222142113076254]]"
Jurtschitsch,Austria,92,"A hearty swirl in the glass wakes up this wine's aroma, showing lemon balm, cress and green pear. Those fresh flavors also play on the lithe palate, where yeasty savoriness is enhanced by lemony spritz. It's totally zippy and refreshing, with far more concentration than is at first apparent, proving it needs time to breathe.",Stein,A hearty swirl glass wake wine aroma showing lemon balm cress green pear Those fresh flavor also play lithe palate yeasty savoriness enhanced lemony spritz It totally zippy refreshing far concentration first apparent proving need time breathe,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687, 0.17677669529663687]]"
King Estate,US,92,"This is the reserve-level Pinot Gris, comprised of lots from five different vineyards. Juicy, succulent and quite tart fruit flavors emphasize fresh apples and pears, lightly dusted with cinnamon spice. The concentration and lingering finish prove it worthy of its reserve status.",Backbone,This reservelevel Pinot Gris comprised lot five different vineyard Juicy succulent quite tart fruit flavor emphasize fresh apple pear lightly dusted cinnamon spice The concentration lingering finish prove worthy reserve status,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136, 0.1889822365046136]]"
Kumeu River,New Zealand,92,"Plump and succulent, the 2015 Hunting Hill displays attractive notes of hickory smoke and white peach, underscored by the suggestion of citrus custard. Like all of the 2015 Chardonnays from Kumeu River, it shows great length and intensity.",Hunting Hill,Plump succulent 2015 Hunting Hill display attractive note hickory smoke white peach underscored suggestion citrus custard Like 2015 Chardonnays Kumeu River show great length intensity,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]","[[0.3922322702763681, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404, 0.19611613513818404]]"
Mascota,Argentina,92,"Toasty blackberry and prune are the key aromas on this plush Cabernet. A generous mouthfeel includes choppy tannins that will mellow in due time. Dark flavors of cassis and blackberry include spice and chocolate notes, while this finishes with ripe flavors of blackberry touched up by chocolaty oak. Drink this calm, slightly flabby Cab through 2021.",Big Bat,Toasty blackberry prune key aroma plush Cabernet A generous mouthfeel includes choppy tannin mellow due time Dark flavor cassis blackberry include spice chocolate note finish ripe flavor blackberry touched chocolaty oak Drink calm slightly flabby Cab 2021,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]","[[0.15249857033260467, 0.15249857033260467, 0.457495710997814, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.30499714066520933, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467, 0.15249857033260467]]"
